gender,tenure,PhoneService,TotalCharges,StreamingMovies,StreamingTV,TechSupport,Churn
Female,72,1,7965.95,1,1,1,0
Female,11,1,906.85,1,0,0,1
Female,50,1,4888.7,0,1,0,1
Male,5,1,237.25,0,0,0,1
Male,1,1,74.6,0,0,0,1
Male,16,1,342.4,0,0,0,1
Male,2,1,140.1,0,0,0,0
Female,17,1,1108.0,0,1,1,0
Female,16,1,295.55,0,0,0,0
Female,15,1,892.65,1,0,0,1
Female,10,1,198.25,0,0,0,0
Female,46,1,4822.85,1,1,1,1
Male,64,1,6741.15,1,1,1,0
Female,1,1,79.15,0,0,0,0
Male,25,1,1355.45,0,0,0,0
Male,71,1,7209.0,0,1,1,0
Male,8,1,438.4,0,0,0,1
Female,72,1,7726.35,1,1,1,0
Female,49,0,2070.75,0,1,0,0
Male,29,0,1636.95,1,0,1,0
Male,72,1,7581.5,1,0,1,0
Male,31,1,3019.5,0,1,0,1
Female,50,1,4729.75,1,1,0,0
Male,71,1,6126.1,1,1,1,0
Male,70,1,6333.4,1,1,1,0
Male,71,1,6687.85,1,0,1,0
Male,61,1,4158.25,0,0,1,0
Male,32,1,3183.4,1,1,1,1
Female,1,1,79.6,1,0,0,1
Male,68,1,7149.35,1,0,0,0
Male,62,1,1429.65,0,0,0,0
Female,7,1,472.65,0,0,0,0
Male,20,1,1734.5,0,1,0,1
Male,6,1,113.5,0,0,0,0
Female,33,0,1884.65,1,1,0,0
Male,28,1,2568.15,1,1,0,0
Male,27,1,470.0,0,0,0,0
Male,7,1,278.4,0,0,0,0
Male,26,1,2088.8,0,0,1,1
Male,5,1,502.6,1,0,0,1
Male,30,1,2595.85,1,0,0,0
Male,63,1,5825.5,1,0,0,0
Male,1,1,50.75,0,0,0,1
Female,53,1,4449.75,1,1,1,0
Female,14,1,1208.35,1,0,1,1
Female,21,1,1956.4,1,1,1,0
Male,17,1,310.6,0,0,0,0
Male,16,1,290.55,0,0,0,0
Female,35,1,2096.1,1,0,0,0
Female,32,1,2665.0,1,0,0,0
Female,28,1,543.8,0,0,0,0
Female,1,1,20.35,0,0,0,0
Male,59,0,3005.8,1,1,1,0
Female,72,1,1623.15,0,0,0,0
Male,36,1,2498.4,1,0,1,1
Female,40,1,2586.0,0,1,0,0
Male,40,1,3292.3,0,0,0,0
Female,9,1,651.4,1,1,1,1
Male,63,1,4674.55,0,1,1,0
Female,3,1,232.35,0,1,0,0
Male,40,0,2448.5,1,1,1,0
Male,8,1,658.1,0,0,0,0
Male,34,1,3128.8,0,1,1,0
Male,5,0,223.45,0,0,1,1
Male,9,1,919.4,1,1,0,1
Male,9,1,653.95,1,0,0,0
Male,31,1,1825.5,1,0,0,0
Female,50,1,943.1,0,0,0,0
Female,2,1,181.65,0,0,1,1
Female,1,1,45.65,0,0,0,1
Male,8,1,551.35,0,0,0,1
Female,9,0,359.4,1,0,0,0
Female,2,1,115.95,0,0,0,1
Female,3,1,165.2,0,0,0,1
Male,25,1,2338.35,1,1,1,0
Male,1,1,46.3,0,0,0,0
Female,45,1,3541.1,0,1,1,0
Male,51,1,4146.05,0,0,0,1
Female,55,1,1087.25,0,0,0,0
Female,38,1,2522.4,0,0,0,0
Male,2,1,81.0,0,0,0,1
Male,38,1,717.3,0,0,0,0
Male,34,1,1734.2,0,0,0,0
Female,70,1,7069.3,1,1,0,0
Female,13,1,742.9,0,0,1,0
Male,39,1,3017.65,0,0,0,1
Female,61,1,6423.0,1,1,0,0
Female,12,1,1164.3,1,1,0,1
Male,41,1,4220.35,1,1,1,0
Male,21,1,1558.7,0,0,0,0
Male,55,0,2743.45,1,1,0,0
Male,69,0,4055.5,1,1,1,0
Male,26,1,2710.25,1,1,0,1
Female,69,1,6055.55,1,0,0,0
Female,18,0,810.7,1,1,0,1
Male,47,1,2538.2,0,0,0,0
Female,72,1,6129.2,1,1,1,0
Male,33,0,1750.85,0,1,1,0
Female,2,0,36.55,0,0,0,1
Female,72,1,6652.45,1,1,1,0
Male,37,1,2575.45,0,0,0,0
Female,62,1,6019.35,1,0,0,0
Female,71,1,1379.6,0,0,0,0
Male,23,1,1284.2,0,0,1,0
Female,16,1,296.15,0,0,0,0
Male,9,1,653.25,0,1,1,0
Male,17,1,412.6,0,0,0,0
Female,4,1,85.5,0,0,0,1
Female,1,1,49.55,0,0,0,1
Female,24,1,1928.7,0,0,0,0
Female,1,1,71.25,0,0,0,0
Male,72,1,7845.8,1,1,1,0
Female,72,1,1750.7,0,0,0,0
Female,11,1,216.2,0,0,0,0
Male,9,1,178.5,0,0,0,1
Female,2,1,115.1,0,0,0,1
Female,60,1,6029.0,1,1,0,0
Male,29,1,2745.2,1,0,0,1
Female,49,1,3721.9,1,1,1,0
Female,30,1,3121.1,1,1,0,0
Female,53,1,990.45,0,0,0,0
Male,39,1,1004.35,0,0,0,0
Female,9,1,157.65,0,0,0,0
Male,39,1,3219.75,0,0,1,0
Male,8,1,572.85,0,0,0,0
Female,51,1,4554.85,1,0,0,0
Male,71,1,1847.55,0,0,0,0
Male,71,1,1766.75,0,0,0,0
Female,70,1,1462.05,0,0,0,0
Female,1,0,25.25,0,0,0,1
Male,38,0,2193.2,1,1,1,0
Female,28,1,2433.5,1,0,0,0
Female,32,1,641.15,0,0,0,0
Male,49,1,2398.4,0,0,0,0
Female,37,1,861.85,0,0,0,0
Female,10,1,583.0,0,0,1,0
Male,67,1,7332.4,1,1,0,0
Male,7,0,249.55,0,0,1,0
Female,51,1,4475.9,1,1,0,0
Female,9,1,416.45,0,0,0,1
Female,9,1,788.6,1,1,0,0
Male,4,1,202.3,0,0,1,0
Male,71,1,6994.6,0,1,0,0
Female,50,1,4116.15,0,1,0,1
Female,24,1,2263.45,1,1,0,0
Male,22,1,1374.35,0,1,0,0
Male,44,1,4915.15,1,1,0,0
Female,33,1,838.5,0,0,0,0
Female,1,1,75.1,0,0,0,1
Female,54,1,3715.65,1,1,0,1
Male,42,1,4273.45,1,1,0,1
Female,1,1,45.8,0,0,0,1
Female,1,1,20.5,0,0,0,0
Male,30,1,2044.75,0,1,1,0
Female,1,0,30.55,0,0,1,0
Male,16,1,1398.25,1,1,1,0
Male,1,1,20.1,0,0,0,1
Male,9,0,328.95,0,1,1,1
Male,46,1,4680.05,1,1,0,1
Male,1,1,69.1,0,0,0,1
Male,71,1,3778.2,0,0,1,0
Male,43,1,3161.4,0,0,0,0
Male,50,0,2188.45,0,1,1,0
Female,13,1,999.45,0,0,0,1
Male,19,1,1888.65,1,1,1,1
Female,41,1,3990.6,1,1,0,0
Female,1,1,71.15,0,0,0,1
Female,24,0,1240.25,1,1,0,1
Female,40,1,2635.0,0,1,0,0
Female,3,1,235.0,0,1,0,0
Female,37,1,2347.85,0,1,0,0
Female,67,1,7156.2,1,1,1,1
Female,32,1,3089.6,1,1,0,0
Female,6,1,270.8,0,0,1,1
Female,32,1,2901.8,0,1,0,0
Female,59,1,4949.1,0,0,0,0
Female,30,1,2198.9,1,0,1,0
Male,20,1,374.5,0,0,0,1
Female,27,1,761.95,0,0,0,0
Female,20,1,1520.9,0,0,0,1
Male,9,1,190.25,0,0,0,0
Female,68,1,5163.0,0,1,0,0
Female,69,1,4059.85,0,0,1,0
Male,26,1,2281.6,0,0,1,0
Male,69,1,1356.7,0,0,0,0
Male,11,1,231.45,0,0,0,0
Male,1,1,50.75,0,0,0,0
Male,10,1,242.4,0,0,0,0
Female,55,1,4264.25,1,0,1,0
Male,44,1,2774.55,0,1,1,0
Male,46,1,3605.2,1,0,0,1
Male,69,1,4069.9,0,0,0,0
Male,11,1,874.2,1,0,0,0
Female,11,1,1145.35,1,1,0,1
Male,29,1,1323.7,0,0,0,0
Female,57,1,5497.05,1,1,0,0
Male,28,1,534.7,0,0,0,0
Female,42,1,2455.05,0,0,0,0
Female,2,1,38.7,0,0,0,1
Male,23,0,947.4,0,0,1,0
Female,18,1,357.0,0,0,0,0
Male,62,1,1476.25,0,0,0,0
Female,1,1,70.8,0,0,0,1
Male,16,1,1448.6,1,0,1,1
Female,3,1,291.9,1,1,0,1
Male,67,1,5903.15,1,1,1,0
Male,62,1,1201.65,0,0,0,0
Female,57,1,5921.35,1,1,0,1
Male,2,1,146.65,0,0,0,0
Female,23,1,1759.4,0,1,1,0
Female,25,0,844.45,0,0,1,0
Female,72,1,7774.05,1,1,1,0
Female,2,1,134.05,0,1,0,0
Female,8,1,140.95,0,0,0,0
Female,5,1,249.95,0,0,0,1
Male,35,0,1701.65,1,1,0,0
Male,24,1,592.65,0,0,0,0
Female,2,1,135.75,0,0,0,0
Male,72,1,7732.65,1,0,1,0
Female,41,1,4282.4,0,1,1,0
Male,4,1,219.65,0,0,0,1
Male,26,1,2018.1,0,0,0,0
Male,7,1,669.0,1,1,0,1
Female,1,1,68.95,0,0,0,1
Female,4,1,224.85,0,0,1,0
Male,48,1,3771.5,1,1,1,0
Male,2,1,196.75,1,1,0,1
Female,12,1,943.85,1,1,1,0
Male,60,1,6572.85,1,1,1,0
Male,55,1,3175.85,0,0,1,0
Male,1,0,29.15,0,0,1,0
Male,1,1,20.05,0,0,0,0
Male,4,1,318.9,0,0,0,1
Male,1,0,24.45,0,0,0,1
Female,42,1,2762.75,1,0,1,0
Female,1,1,49.55,0,0,0,0
Male,7,1,631.85,0,1,0,1
Male,3,1,232.5,0,0,0,0
Female,72,1,5919.35,1,1,0,0
Male,15,1,749.25,0,0,0,0
Male,4,1,307.4,0,1,0,1
Female,11,1,245.15,0,0,0,0
Female,5,1,134.75,0,0,0,0
Female,1,1,55.8,0,0,0,1
Male,72,1,8240.85,1,1,1,0
Female,55,1,4266.4,0,0,0,0
Female,40,1,1077.5,0,0,0,0
Female,57,1,1115.6,0,0,0,0
Male,1,1,79.05,0,1,0,1
Male,1,1,95.0,1,1,0,1
Female,1,0,25.2,0,0,0,1
Male,52,1,4079.55,1,1,0,0
Male,41,1,4187.75,1,1,0,1
Male,43,1,2391.15,0,1,0,0
Female,47,1,890.5,0,0,0,0
Male,3,1,137.25,0,0,0,0
Male,66,1,5154.6,0,1,1,1
Male,55,1,3119.9,0,0,1,0
Male,29,1,529.5,0,0,0,0
Female,12,1,966.55,0,1,0,0
Female,66,1,6936.85,1,1,0,0
Male,35,1,3496.3,1,1,0,1
Male,10,1,914.3,1,0,0,1
Male,27,1,1929.0,0,0,0,0
Female,58,1,5817.7,1,1,1,0
Male,54,1,6110.2,1,1,1,1
Male,9,1,178.8,0,0,0,0
Male,2,1,28.3,0,0,0,1
Male,6,1,435.0,0,0,0,0
Female,26,1,2351.8,1,1,0,1
Female,9,1,186.15,0,0,0,0
Male,8,1,445.85,0,0,0,0
Male,12,1,912.0,0,1,0,0
Female,15,1,679.55,0,0,0,1
Male,43,1,3581.6,1,1,0,0
Male,42,1,4222.95,1,1,1,0
Female,31,1,1994.3,0,0,1,1
Female,66,1,5930.05,0,0,1,0
Female,18,1,1505.85,0,0,1,1
Male,1,1,20.0,0,0,0,0
Male,61,1,5638.3,0,1,1,1
Male,10,1,797.25,0,0,0,0
Male,1,1,71.65,0,0,0,1
Female,18,1,1359.45,0,0,0,0
Male,24,1,2542.45,1,1,0,1
Female,3,1,54.7,0,0,0,0
Male,50,1,989.05,0,0,0,0
Male,1,1,44.55,0,0,0,0
Male,2,1,87.3,0,0,1,0
Male,17,1,351.55,0,0,0,0
Male,69,1,7297.75,1,1,0,0
Male,72,1,6301.7,1,1,1,0
Female,3,1,210.3,0,0,0,1
Male,50,1,3822.45,1,0,0,0
Female,53,1,1048.45,0,0,0,0
Female,58,1,6393.65,1,1,1,0
Male,46,0,1489.3,0,0,0,0
Male,72,1,8061.5,1,1,1,0
Female,1,1,74.2,0,0,0,1
Female,6,1,518.75,0,1,0,0
Male,72,1,5763.15,1,0,1,0
Male,4,1,238.5,1,0,0,0
Female,52,1,1031.7,0,0,0,0
Male,0,1,0.0,0,0,0,0
Female,2,1,34.8,0,0,0,0
Female,65,1,1319.95,0,0,0,0
Male,43,1,4388.4,1,1,0,1
Male,4,1,420.2,1,1,0,1
Male,25,1,2177.45,1,0,0,1
Female,51,1,3950.85,1,1,1,0
Male,12,1,827.05,1,1,0,0
Female,57,1,3913.3,1,1,0,1
Female,24,1,533.5,0,0,0,0
Female,64,1,3756.45,0,0,1,0
Female,4,1,443.9,1,1,1,1
Female,26,1,2599.95,1,1,0,0
Female,15,1,284.3,0,0,0,0
Male,64,1,1740.8,0,0,0,0
Male,36,1,3436.1,1,1,0,1
Female,27,1,2462.55,1,1,0,0
Male,1,1,70.85,0,0,0,1
Female,35,1,3110.1,1,1,1,1
Male,4,1,280.85,0,0,0,1
Female,8,1,411.75,0,0,0,0
Male,10,1,198.6,0,0,0,0
Female,2,1,103.7,0,0,0,0
Female,58,1,6144.55,1,1,0,1
Male,51,1,4089.45,1,1,1,0
Female,46,1,864.2,0,0,0,0
Male,1,1,19.65,0,0,0,0
Male,46,1,3249.4,0,0,0,0
Female,50,1,5405.8,1,1,1,0
Male,53,1,3363.8,0,1,1,0
Male,61,1,7132.15,1,1,1,0
Male,5,1,93.55,0,0,0,0
Male,47,1,4138.9,1,1,1,0
Female,54,1,5121.75,0,1,0,0
Male,19,0,566.1,0,0,0,0
Female,26,1,2715.3,1,1,1,0
Male,70,1,1782.05,0,0,0,0
Male,17,1,1742.5,1,1,0,0
Female,30,1,2983.8,1,1,0,1
Female,1,1,24.0,0,0,0,0
Female,19,1,485.9,0,0,0,0
Female,26,1,1905.7,1,1,0,0
Female,21,1,1565.7,0,0,0,1
Male,50,1,4858.7,1,1,0,0
Female,68,0,3723.65,1,1,0,0
Male,3,1,298.35,1,1,0,1
Male,9,1,970.45,1,1,1,0
Female,51,0,1782.0,0,0,1,0
Female,9,1,405.7,0,0,0,0
Male,41,1,4534.9,1,1,1,1
Male,22,1,2415.95,1,1,0,0
Female,21,0,1157.05,1,1,0,1
Male,71,1,8297.5,1,1,1,0
Male,1,1,45.75,0,0,0,1
Male,26,1,2083.1,1,1,1,0
Male,71,1,4681.75,0,0,1,0
Male,4,1,176.2,0,0,0,0
Female,12,1,1001.2,0,0,0,0
Female,18,1,1594.75,0,1,1,0
Female,3,1,212.4,0,0,0,0
Female,72,1,7677.4,1,1,0,0
Male,11,1,815.5,0,0,0,1
Female,1,1,80.15,1,0,0,1
Male,13,1,259.65,0,0,0,0
Female,72,1,8109.8,1,1,1,1
Male,42,1,2386.85,0,0,0,0
Female,17,1,340.35,0,0,0,0
Female,7,1,419.35,0,0,0,0
Female,68,1,7990.05,1,1,1,0
Male,56,1,1402.25,0,0,0,0
Female,38,1,749.35,0,0,0,0
Female,72,1,8425.15,1,1,1,0
Female,48,1,1171.5,0,0,0,0
Female,52,1,5647.95,1,1,0,0
Female,35,1,708.8,0,0,0,0
Male,67,1,7567.2,1,1,1,0
Female,1,0,29.9,0,0,0,0
Male,53,1,4348.1,0,0,1,0
Male,34,1,635.9,0,0,0,0
Female,3,0,108.95,0,1,0,1
Female,1,1,78.8,0,1,0,1
Male,19,1,1682.4,0,1,1,0
Female,60,1,6925.9,1,1,1,0
Male,11,1,223.15,0,0,0,0
Female,47,1,5127.95,1,1,0,1
Male,18,1,874.8,0,0,0,1
Female,60,1,6758.45,1,1,1,0
Male,72,1,1874.3,0,0,0,0
Male,39,1,791.15,0,0,0,0
Female,59,1,4639.45,0,0,0,0
Male,2,1,143.9,0,0,0,0
Male,1,1,69.1,0,0,0,1
Male,20,1,1776.55,1,1,0,1
Female,6,1,536.4,1,1,0,1
Male,71,1,6172.0,0,0,1,0
Female,24,1,1559.45,0,0,0,0
Male,67,1,6079.0,1,1,0,0
Male,1,1,80.85,1,0,0,1
Female,48,1,4029.95,1,0,0,1
Female,37,1,2658.4,1,0,1,0
Male,11,0,383.55,0,0,0,0
Male,3,1,51.15,0,0,0,1
Female,18,1,1745.5,1,1,0,0
Male,50,1,2230.85,0,0,0,0
Female,67,1,7281.6,1,1,1,0
Female,25,1,1837.7,1,0,1,0
Female,2,1,149.55,0,0,0,1
Male,9,1,180.7,0,0,0,0
Female,10,0,411.45,0,0,1,0
Female,70,1,1328.35,0,0,0,0
Male,9,1,576.95,1,0,1,0
Female,4,1,68.45,0,0,0,0
Female,2,1,123.05,0,0,0,0
Female,1,1,78.65,1,0,0,1
Male,19,0,468.35,0,0,0,0
Male,7,1,174.7,0,0,0,0
Male,1,1,42.9,0,0,0,1
Male,1,1,44.0,0,0,0,0
Female,9,1,172.35,0,0,0,0
Female,3,0,139.35,0,0,1,1
Female,9,0,539.85,1,1,1,1
Female,5,1,300.4,0,0,0,0
Female,56,1,4968.0,1,1,0,0
Female,18,1,992.7,0,0,0,0
Male,49,1,4718.25,1,1,0,1
Male,70,1,5536.5,0,1,1,0
Female,72,1,7806.6,1,1,1,0
Female,6,1,434.1,0,0,0,1
Male,17,1,1563.9,1,1,0,0
Male,29,0,1332.4,1,1,0,0
Female,6,1,545.2,1,1,0,1
Male,63,1,6296.75,1,1,0,0
Male,16,1,1284.2,0,0,0,1
Male,59,1,3645.5,1,0,0,0
Female,3,1,161.45,0,1,0,0
Female,8,0,226.95,0,0,0,0
Female,7,1,646.85,1,0,0,1
Female,68,1,1441.65,0,0,0,0
Female,68,1,7511.3,1,1,1,0
Female,52,1,5621.85,1,1,0,0
Male,72,1,7919.8,1,1,1,0
Female,32,1,593.2,0,0,0,0
Female,72,1,1423.65,0,0,0,0
Male,1,1,69.95,0,0,0,0
Male,42,1,2763.35,1,0,1,0
Female,25,1,692.1,0,0,0,1
Male,45,1,2298.55,0,0,0,0
Female,43,0,2640.55,1,1,1,0
Male,37,1,2911.8,1,1,0,0
Female,20,1,1727.5,1,0,0,1
Female,4,0,86.6,0,0,0,1
Male,63,1,6705.7,1,1,1,0
Male,3,1,237.65,1,1,0,0
Male,66,1,1672.35,0,0,0,0
Male,28,1,2979.5,1,1,0,1
Female,8,1,695.75,1,0,0,0
Male,71,1,1654.6,0,0,0,0
Male,1,0,24.25,0,0,0,1
Female,72,1,1857.85,0,0,0,0
Male,16,1,825.1,0,0,0,0
Male,66,1,6424.25,0,0,1,0
Female,11,1,837.95,0,0,0,1
Male,51,1,4126.2,0,1,1,0
Female,8,0,330.8,1,0,0,0
Male,14,1,1337.45,1,1,0,0
Female,4,1,362.2,1,0,1,1
Female,70,1,5991.05,1,1,0,0
Female,70,1,4891.5,0,0,1,0
Female,54,1,5373.1,1,1,0,1
Male,28,1,2068.55,0,0,0,1
Male,24,1,487.05,0,0,0,0
Female,69,1,4131.2,1,0,0,0
Male,42,1,2301.15,0,0,0,0
Female,2,1,131.65,0,0,0,1
Female,39,1,4036.0,1,1,0,0
Male,45,1,4900.65,1,1,1,0
Male,72,1,5727.45,0,1,1,0
Female,38,1,743.05,0,0,0,0
Male,72,1,4804.65,0,0,1,0
Male,1,1,24.05,0,0,0,1
Male,72,1,1414.65,0,0,0,0
Male,55,1,1443.65,0,0,0,0
Female,51,0,2898.95,1,1,1,0
Male,63,1,5309.5,1,1,1,0
Female,1,1,20.4,0,0,0,0
Female,23,1,451.55,0,0,0,0
Female,1,1,50.55,0,0,0,1
Female,2,1,117.05,0,0,1,0
Female,52,1,5839.3,1,1,0,0
Female,36,1,1893.5,0,0,0,0
Female,1,1,45.35,0,0,0,0
Female,28,1,1654.45,0,0,0,0
Female,7,1,477.05,0,1,0,0
Male,14,1,1415.55,1,1,0,1
Male,72,0,4546.0,1,1,1,0
Female,1,1,20.5,0,0,0,1
Female,10,1,163.2,0,0,0,0
Male,42,1,849.9,0,0,0,0
Female,7,0,189.95,0,0,0,0
Male,4,1,321.9,0,0,0,1
Male,72,1,8058.55,1,1,1,0
Female,20,0,482.8,0,0,0,1
Male,63,1,7049.75,1,1,1,0
Female,56,0,2560.1,0,0,1,0
Female,5,1,286.8,0,0,1,0
Female,72,1,7982.5,1,1,1,0
Male,68,1,5683.6,0,0,0,0
Male,67,1,3994.05,0,0,1,0
Male,8,1,369.15,0,0,0,0
Male,52,1,4631.7,1,0,1,0
Female,18,1,401.95,0,0,0,0
Female,59,1,1534.05,0,0,0,0
Female,60,1,1093.0,0,0,0,0
Male,7,1,701.3,1,1,0,0
Male,59,0,1980.3,0,0,0,0
Male,46,0,2893.4,1,1,1,0
Male,5,1,262.3,0,0,0,0
Male,59,0,3886.85,1,1,1,0
Female,70,1,5917.55,1,1,1,0
Female,14,1,914.0,0,0,0,1
Female,44,1,2139.1,0,0,0,0
Female,64,1,5948.7,0,1,0,0
Female,58,0,3624.35,1,1,1,0
Female,46,1,4753.85,1,1,1,0
Male,58,1,5780.7,1,1,0,0
Female,72,1,6869.7,1,1,0,0
Female,30,0,1172.95,0,1,0,1
Male,11,1,662.95,0,0,0,0
Female,34,0,1765.95,1,1,0,0
Male,54,0,2431.95,1,0,0,0
Female,3,0,155.35,1,1,0,1
Female,72,1,1859.2,0,0,0,0
Female,40,1,3303.05,0,0,1,1
Female,2,1,134.35,1,1,0,1
Male,54,1,3409.1,1,0,0,0
Female,14,1,709.5,0,0,0,0
Female,1,1,70.5,0,0,0,1
Female,10,1,953.45,1,0,0,1
Female,1,1,50.15,0,0,0,0
Male,1,1,19.75,0,0,0,1
Male,56,1,3665.55,0,0,1,0
Female,68,1,5515.8,1,1,1,0
Female,14,1,272.0,0,0,0,0
Male,68,1,6668.0,1,1,1,0
Male,55,1,4052.4,0,0,0,0
Female,16,0,664.4,0,1,0,0
Male,9,1,718.55,1,0,0,0
Male,14,1,937.6,0,1,0,1
Male,58,1,5812.6,1,1,0,1
Male,53,0,2546.85,1,0,0,0
Male,70,1,6944.5,0,1,0,0
Female,14,1,1346.3,1,1,0,0
Male,22,1,1544.05,0,1,1,1
Female,10,1,765.15,0,0,0,0
Female,29,1,692.55,0,0,0,0
Female,1,1,69.6,0,0,0,1
Male,49,1,4059.35,1,1,1,1
Female,68,1,6851.65,1,1,0,1
Female,1,1,78.05,0,1,0,1
Female,30,0,1187.05,1,0,1,0
Female,72,1,5401.9,0,1,1,0
Female,10,1,247.0,0,0,0,0
Male,7,1,520.0,0,0,0,1
Female,9,1,706.6,0,0,0,1
Female,1,1,49.9,0,0,0,0
Female,20,1,1370.35,1,0,1,0
Female,1,1,20.25,0,0,0,0
Female,29,1,2215.25,0,0,0,0
Male,1,1,74.0,0,0,1,0
Male,3,1,214.4,0,0,1,0
Female,20,1,1871.15,0,1,0,0
Male,64,1,6171.2,1,1,1,0
Male,1,1,20.2,0,0,0,1
Female,6,0,161.45,0,0,0,0
Male,50,1,1013.2,0,0,0,0
Male,6,1,336.7,1,0,0,0
Male,7,1,333.65,0,0,0,0
Male,72,1,6511.8,1,0,0,0
Male,8,1,393.45,0,0,0,0
Female,67,1,7009.5,1,1,1,0
Female,24,1,2264.05,1,1,0,1
Female,72,1,6921.7,1,0,0,0
Male,33,1,600.25,0,0,0,0
Male,2,0,56.35,0,0,0,1
Male,70,1,4664.15,1,0,1,0
Female,22,1,1441.8,0,1,0,0
Female,59,1,5623.7,1,0,0,0
Male,36,1,695.85,0,0,0,0
Female,51,1,1028.75,0,0,0,0
Male,53,1,4155.95,0,1,1,0
Female,20,1,395.6,0,0,0,0
Male,63,1,6330.4,1,1,0,0
Female,40,1,2971.7,0,0,0,0
Male,35,1,638.0,0,0,0,0
Male,26,1,2034.25,1,0,0,0
Male,27,1,2510.2,1,0,0,1
Male,53,1,3419.5,0,0,1,0
Male,34,1,2427.35,0,0,0,0
Female,19,1,1760.25,1,1,0,0
Male,43,1,3551.65,0,0,0,0
Male,6,1,122.9,0,0,0,0
Male,56,1,1424.2,0,0,0,0
Male,57,0,2111.45,0,1,0,1
Male,34,1,2909.95,0,1,0,0
Female,10,0,374.0,0,0,1,0
Female,1,1,20.25,0,0,0,1
Female,13,0,300.8,0,0,0,1
Male,56,1,5581.05,1,1,0,0
Female,55,1,5676.65,1,1,0,0
Female,36,1,3379.25,1,1,1,0
Male,47,1,942.95,0,0,0,0
Female,12,1,232.4,0,0,0,0
Female,1,1,85.45,0,1,0,1
Male,24,1,2088.45,0,0,0,0
Female,63,1,6137.0,1,1,0,1
Female,35,0,1434.6,0,1,0,0
Female,67,1,3870.0,0,0,1,0
Male,25,1,2043.45,1,0,0,1
Male,21,1,2215.0,1,1,0,0
Female,13,1,842.25,1,0,1,0
Male,35,1,2576.2,0,0,0,1
Male,71,1,1901.0,0,0,0,0
Female,29,1,601.6,0,0,0,0
Male,71,0,3515.25,1,1,0,1
Male,7,1,605.45,1,1,0,0
Female,57,0,3094.05,1,1,0,0
Male,65,1,4929.55,1,0,1,0
Male,27,1,595.05,0,0,0,0
Male,6,1,469.8,0,0,0,1
Female,72,1,8436.25,1,1,1,0
Male,1,1,19.75,0,0,0,0
Male,11,1,492.0,0,0,0,0
Male,39,1,987.95,0,0,0,0
Female,59,1,5496.9,0,0,0,0
Male,26,1,1908.35,1,1,1,0
Male,2,1,107.1,0,0,0,0
Female,72,0,4575.35,1,1,1,0
Male,65,1,4309.55,0,0,0,0
Male,72,1,7922.75,1,1,1,0
Male,6,1,522.35,1,0,1,0
Male,32,1,587.7,0,0,0,0
Female,50,1,3876.2,1,1,0,0
Male,61,0,3778.85,1,1,1,0
Female,15,1,1457.25,1,1,0,1
Male,72,1,8349.45,1,1,1,0
Male,9,1,185.6,0,0,0,1
Female,1,1,19.5,0,0,0,0
Female,12,1,1066.9,1,0,0,0
Female,37,0,973.55,0,0,1,1
Male,61,1,1226.45,0,0,0,0
Male,18,1,342.3,0,0,0,0
Male,21,1,985.05,0,0,0,0
Male,68,0,3948.45,1,0,1,0
Male,12,1,828.05,0,0,0,0
Female,2,0,41.85,0,0,0,1
Female,62,1,6164.7,1,1,0,0
Female,29,1,2862.75,1,1,1,1
Male,1,0,33.6,0,0,1,0
Male,5,1,343.95,0,0,0,1
Female,1,1,20.7,0,0,0,0
Male,62,1,6590.5,1,1,1,0
Female,36,1,717.95,0,0,0,0
Female,28,1,2890.65,1,1,1,1
Female,69,1,4885.85,0,1,1,0
Female,11,1,1222.05,0,1,1,1
Female,63,1,6871.7,1,1,1,0
Male,23,1,405.6,0,0,0,0
Male,10,1,208.25,0,0,0,0
Female,71,1,1801.9,0,0,0,0
Female,45,1,3062.45,1,0,1,0
Female,70,1,1764.75,0,0,0,0
Female,22,1,1816.75,1,0,0,0
Female,52,1,1255.1,0,0,0,0
Male,55,1,5743.05,1,1,1,1
Female,65,0,3921.1,1,1,1,0
Female,72,1,1463.45,0,0,0,0
Male,10,1,189.45,0,0,0,0
Female,7,1,96.8,0,0,0,0
Male,5,1,408.5,1,0,0,0
Female,24,1,1846.65,1,1,0,0
Female,72,1,8456.75,1,1,1,0
Male,21,0,1011.5,0,1,1,0
Male,69,0,4263.4,1,1,1,0
Male,44,1,2549.1,0,0,1,0
Female,61,1,3965.05,0,1,0,0
Male,24,1,2496.7,1,1,0,1
Female,1,1,90.6,1,1,0,1
Female,6,1,288.05,0,0,1,1
Male,4,1,368.1,1,0,0,1
Male,72,1,7840.6,1,1,1,0
Male,72,1,6632.75,1,1,1,0
Male,14,1,1013.35,0,0,0,0
Male,7,1,152.95,0,0,0,0
Female,48,1,3772.65,0,0,0,0
Male,55,1,1026.35,0,0,0,0
Male,1,1,19.3,0,0,0,0
Male,45,1,5031.85,1,1,1,0
Male,3,1,220.4,0,0,0,0
Female,71,1,1416.5,0,0,0,0
Male,8,1,158.35,0,0,0,0
Female,3,1,256.6,0,0,0,1
Male,69,1,5542.55,1,1,1,0
Male,1,1,68.5,0,0,0,1
Female,72,1,8443.7,1,1,1,0
Male,11,1,791.75,0,0,0,1
Male,71,1,5708.2,1,0,1,0
Female,1,1,69.95,0,0,0,1
Female,33,0,2016.3,1,1,1,0
Female,16,1,326.65,0,0,0,0
Female,56,1,5471.75,0,0,1,0
